year	    det/mc	                expt	              stream	                tier	files	events	size	TB	size/event	MB
2019	  detector	        hd-protodune	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	   hit-reconstructed	6103	182249	 4.184	TB	22.960	MB
2019	  detector	                 ALL	                out1	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	               noise	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                test	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	             cosmics	   hit-reconstructed	6103	182249	 4.184	TB	22.960	MB
2019	  detector	                 ALL	         calibration	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	             physics	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                out2	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	            pedestal	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	               study	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	             physics	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	              fardet	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	             neardet	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	                 ALL	   hit-reconstructed	6103	182249	 4.184	TB	22.960	MB
2019	  detector	        protodune-dp	                out1	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	               noise	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	                test	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	             cosmics	   hit-reconstructed	6103	182249	 4.184	TB	22.960	MB
2019	  detector	        protodune-dp	         calibration	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	             physics	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	                out2	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	            pedestal	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	               study	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	             iceberg	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-sp	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	   vd-coldbox-bottom	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	      vd-coldbox-top	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	          hd-coldbox	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-hd	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-vd	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	dc4-vd-coldbox-bottom	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	  dc4-vd-coldbox-top	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        hd-protodune	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	  full-reconstructed	337301	30256568	894.933	TB	29.578	MB
2019	  detector	                 ALL	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	               noise	  full-reconstructed	1631	218357	13.639	TB	62.462	MB
2019	  detector	                 ALL	                test	  full-reconstructed	6209	1369790	95.983	TB	70.071	MB
2019	  detector	                 ALL	             cosmics	  full-reconstructed	258271	19899197	565.667	TB	28.427	MB
2019	  detector	                 ALL	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	             physics	  full-reconstructed	71190	8769224	219.644	TB	25.047	MB
2019	  detector	                 ALL	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	             physics	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	              fardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	             neardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	                 ALL	  full-reconstructed	337301	30256568	894.933	TB	29.578	MB
2019	  detector	        protodune-sp	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	               noise	  full-reconstructed	1631	218357	13.639	TB	62.462	MB
2019	  detector	        protodune-sp	                test	  full-reconstructed	6209	1369790	95.983	TB	70.071	MB
2019	  detector	        protodune-sp	             cosmics	  full-reconstructed	258271	19899197	565.667	TB	28.427	MB
2019	  detector	        protodune-sp	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	             physics	  full-reconstructed	71190	8769224	219.644	TB	25.047	MB
2019	  detector	        protodune-sp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	             iceberg	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-sp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	   vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	      vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	          hd-coldbox	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-hd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-vd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	dc4-vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	  dc4-vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	        hd-protodune	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	        pandora_info	78728	5825535	36.421	TB	 6.252	MB
2019	  detector	                 ALL	                out1	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	               noise	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                test	        pandora_info	220	30393	 0.202	TB	 6.635	MB
2019	  detector	                 ALL	             cosmics	        pandora_info	72745	5078292	31.140	TB	 6.132	MB
2019	  detector	                 ALL	         calibration	        pandora_info	388	25699	 0.172	TB	 6.678	MB
2019	  detector	                 ALL	             physics	        pandora_info	5375	691151	 4.907	TB	 7.100	MB
2019	  detector	                 ALL	                out2	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	            pedestal	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	               study	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	             physics	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	              fardet	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	             neardet	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	                 ALL	        pandora_info	78728	5825535	36.421	TB	 6.252	MB
2019	  detector	        protodune-sp	                out1	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	               noise	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	                test	        pandora_info	220	30393	 0.202	TB	 6.635	MB
2019	  detector	        protodune-sp	             cosmics	        pandora_info	72745	5078292	31.140	TB	 6.132	MB
2019	  detector	        protodune-sp	         calibration	        pandora_info	388	25699	 0.172	TB	 6.678	MB
2019	  detector	        protodune-sp	             physics	        pandora_info	5375	691151	 4.907	TB	 7.100	MB
2019	  detector	        protodune-sp	                out2	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	            pedestal	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-sp	               study	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        protodune-dp	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	             iceberg	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-sp	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	   vd-coldbox-bottom	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	      vd-coldbox-top	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	          hd-coldbox	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-hd	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	           fardet-vd	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	dc4-vd-coldbox-bottom	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	  dc4-vd-coldbox-top	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	        hd-protodune	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	  detector	                 ALL	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	                 ALL	1038328	30818029	1326.283	TB	43.036	MB
2019	        mc	                 ALL	                out1	                 ALL	1038328	30818029	1326.283	TB	43.036	MB
2019	        mc	                 ALL	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                 ALL	                 ALL	974560	28120204	1315.345	TB	46.776	MB
2019	        mc	             physics	                out1	                 ALL	974560	28120204	1315.345	TB	46.776	MB
2019	        mc	             physics	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	              fardet	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             neardet	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-sp	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-dp	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	             iceberg	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                 ALL	                 ALL	63768	2697825	10.938	TB	 4.054	MB
2019	        mc	           fardet-sp	                out1	                 ALL	63768	2697825	10.938	TB	 4.054	MB
2019	        mc	           fardet-sp	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	   vd-coldbox-bottom	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	      vd-coldbox-top	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	          hd-coldbox	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-hd	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-vd	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	dc4-vd-coldbox-bottom	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	  dc4-vd-coldbox-top	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	        hd-protodune	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	           simulated	209865	5048920	267.550	TB	52.991	MB
2019	        mc	                 ALL	                out1	           simulated	209865	5048920	267.550	TB	52.991	MB
2019	        mc	                 ALL	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                test	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             physics	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	               study	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                 ALL	           simulated	209865	5048920	267.550	TB	52.991	MB
2019	        mc	             physics	                out1	           simulated	209865	5048920	267.550	TB	52.991	MB
2019	        mc	             physics	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                test	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             physics	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	               study	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	              fardet	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             neardet	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-sp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-dp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             iceberg	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	   vd-coldbox-bottom	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	      vd-coldbox-top	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	          hd-coldbox	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-hd	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-vd	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	dc4-vd-coldbox-bottom	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	  dc4-vd-coldbox-top	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	        hd-protodune	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	  full-reconstructed	621465	21357829	699.093	TB	32.732	MB
2019	        mc	                 ALL	                out1	  full-reconstructed	621465	21357829	699.093	TB	32.732	MB
2019	        mc	                 ALL	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                 ALL	  full-reconstructed	557697	18660004	688.156	TB	36.879	MB
2019	        mc	             physics	                out1	  full-reconstructed	557697	18660004	688.156	TB	36.879	MB
2019	        mc	             physics	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	              fardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             neardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-sp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-dp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	             iceberg	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                 ALL	  full-reconstructed	63768	2697825	10.938	TB	 4.054	MB
2019	        mc	           fardet-sp	                out1	  full-reconstructed	63768	2697825	10.938	TB	 4.054	MB
2019	        mc	           fardet-sp	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	   vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	      vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	          hd-coldbox	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-hd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-vd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	dc4-vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	  dc4-vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	        hd-protodune	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	  detector-simulated	206832	4409620	359.640	TB	81.558	MB
2019	        mc	                 ALL	                out1	  detector-simulated	206832	4409620	359.640	TB	81.558	MB
2019	        mc	                 ALL	               noise	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                test	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             cosmics	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	         calibration	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	             physics	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                out2	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	            pedestal	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	               study	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                 ALL	  detector-simulated	206832	4409620	359.640	TB	81.558	MB
2019	        mc	             physics	                out1	  detector-simulated	206832	4409620	359.640	TB	81.558	MB
2019	        mc	             physics	               noise	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                test	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             cosmics	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	         calibration	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	             physics	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	                out2	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	            pedestal	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             physics	               study	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	              fardet	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             neardet	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-sp	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	        protodune-dp	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	             iceberg	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-sp	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	   vd-coldbox-bottom	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	      vd-coldbox-top	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	          hd-coldbox	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-hd	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	           fardet-vd	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	dc4-vd-coldbox-bottom	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	  dc4-vd-coldbox-top	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	        hd-protodune	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2019	        mc	                 ALL	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2020	  detector	                 ALL	                 ALL	                 ALL	506141	49588311	1693.266	TB	34.146	MB
2020	  detector	                 ALL	                out1	                 ALL	3	0	 0.003	TB	-1.000	MB
2020	  detector	                 ALL	               noise	                 ALL	1980	120997	 7.935	TB	65.581	MB
2020	  detector	                 ALL	                test	                 ALL	60629	3582891	224.753	TB	62.730	MB
2020	  detector	                 ALL	             cosmics	                 ALL	283528	25753574	786.625	TB	30.544	MB
2020	  detector	                 ALL	         calibration	                 ALL	4613	378006	17.619	TB	46.610	MB
2020	  detector	                 ALL	             physics	                 ALL	155154	19745823	655.600	TB	33.202	MB
2020	  detector	                 ALL	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	                 ALL	            pedestal	                 ALL	234	7020	 0.732	TB	104.254	MB
2020	  detector	                 ALL	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	             physics	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	              fardet	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	             neardet	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-sp	                 ALL	                 ALL	464097	47851979	1583.922	TB	33.100	MB
2020	  detector	        protodune-sp	                out1	                 ALL	3	0	 0.003	TB	-1.000	MB
2020	  detector	        protodune-sp	               noise	                 ALL	1980	120997	 7.935	TB	65.581	MB
2020	  detector	        protodune-sp	                test	                 ALL	35242	2821281	138.159	TB	48.970	MB
2020	  detector	        protodune-sp	             cosmics	                 ALL	267105	24785872	764.607	TB	30.848	MB
2020	  detector	        protodune-sp	         calibration	                 ALL	4613	378006	17.619	TB	46.610	MB
2020	  detector	        protodune-sp	             physics	                 ALL	155154	19745823	655.600	TB	33.202	MB
2020	  detector	        protodune-sp	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-sp	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-sp	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-dp	                 ALL	                 ALL	37614	1127281	107.636	TB	95.483	MB
2020	  detector	        protodune-dp	                out1	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-dp	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-dp	                test	                 ALL	25387	761610	86.594	TB	113.698	MB
2020	  detector	        protodune-dp	             cosmics	                 ALL	11993	358651	20.311	TB	56.631	MB
2020	  detector	        protodune-dp	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2020	  detector	        protodune-dp	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
