Cores	,2020 	,2021 	,2022 	,2023 	,2024 	,2025 	,2026 	,2027 	,2028 	,2029 	,2030 	,2031 	,2032 	,2033 	,2034 	,2035 	,2036 	,2037 	,2038 	,2039 	,2040
PDs (2020-vintage MWC Cores)	,3392 	,4211 	,1871 	,958 	,1429 	,1295 	,690 	,450 	,91 	,57 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
FDs (2020-vintage MWC Cores)	,0 	,0 	,0 	,1958 	,1984 	,949 	,1983 	,1603 	,1405 	,2207 	,996 	,2705 	,2435 	,1400 	,2785 	,1937 	,2359 	,2439 	,2900 	,1865 	,3184
ND-SAND (2020-vintage MWC Cores)	,0 	,587 	,587 	,587 	,587 	,587 	,587 	,880 	,880 	,880 	,880 	,888 	,896 	,904 	,912 	,920 	,929 	,937 	,945 	,953 	,961
ND-LAr+TMS (2020-vintage MWC Cores)	,0 	,0 	,1125 	,1125 	,1125 	,1125 	,5626 	,11252 	,16878 	,16878 	,16878 	,19667 	,22455 	,25244 	,28033 	,30821 	,33610 	,36399 	,39187 	,41976 	,44765
FNAL (2020-vintage MWC Cores)	,1356 	,1919 	,1433 	,1851 	,2050 	,1582 	,3554 	,5674 	,7702 	,10012 	,9377 	,11630 	,12894 	,13775 	,15865 	,16840 	,18449 	,19888 	,21516 	,22397 	,24455
CERN (2020-vintage MWC Cores)	,339 	,479 	,358 	,462 	,512 	,395 	,888 	,1418 	,1925 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
National (2020-vintage MWC Cores)	,1696 	,2399 	,1791 	,2314 	,2563 	,1978 	,4443 	,7093 	,9628 	,10012 	,9377 	,11630 	,12894 	,13775 	,15865 	,16840 	,18449 	,19888 	,21516 	,22397 	,24455
Total (2020-vintage MWC Cores)	,3392 	,4798 	,3583 	,4629 	,5126 	,3957 	,8887 	,14186 	,19256 	,20024 	,18755 	,23261 	,25788 	,27550 	,31731 	,33680 	,36898 	,39776 	,43033 	,44795 	,48910
