HS23	,2022 	,2023 	,2024 	,2025 	,2026 	,2027 	,2028 	,2029 	,2030 	,2031 	,2032 	,2033 	,2034 	,2035 	,2036 	,2037 	,2038 	,2039 	,2040
PDs (kHS23-yrs)	,35 	,43 	,54 	,55 	,54 	,46 	,18 	,15 	,15 	,9 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
FDs (kHS23-yrs)	,0 	,10 	,10 	,10 	,10 	,10 	,20 	,31 	,46 	,62 	,77 	,92 	,107 	,123 	,146 	,168 	,191 	,214 	,237
ND-SAND (kHS23-yrs)	,0 	,0 	,0 	,0 	,2 	,2 	,2 	,10 	,16 	,32 	,32 	,32 	,32 	,32 	,32 	,32 	,32 	,33 	,33
ND-LAr+TMS (kHS23-yrs)	,0 	,0 	,10 	,10 	,51 	,51 	,51 	,51 	,77 	,670 	,695 	,721 	,746 	,772 	,797 	,823 	,848 	,874 	,900
FNAL (kHS23-yrs)	,14 	,21 	,30 	,30 	,47 	,44 	,37 	,54 	,78 	,386 	,402 	,423 	,443 	,464 	,488 	,512 	,536 	,561 	,585
CERN (kHS23-yrs)	,3 	,5 	,7 	,7 	,11 	,11 	,9 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
Global (kHS23-yrs)	,17 	,26 	,37 	,38 	,59 	,55 	,46 	,54 	,78 	,386 	,402 	,423 	,443 	,464 	,488 	,512 	,536 	,561 	,585
Total (kHS23-yrs)	,35 	,53 	,75 	,76 	,119 	,111 	,93 	,109 	,156 	,773 	,805 	,846 	,887 	,928 	,976 	,1025 	,1073 	,1122 	,1170
