HS23	,2020 	,2021 	,2022 	,2023 	,2024 	,2025 	,2026 	,2027 	,2028 	,2029 	,2030 	,2031 	,2032 	,2033 	,2034 	,2035 	,2036 	,2037 	,2038 	,2039 	,2040
PDs (kHS23-yrs)	,37 	,46 	,45 	,39 	,52 	,62 	,61 	,43 	,11 	,8 	,1 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
FDs (kHS23-yrs)	,0 	,0 	,1 	,5 	,5 	,5 	,5 	,5 	,7 	,18 	,34 	,49 	,64 	,79 	,95 	,125 	,156 	,186 	,217 	,247 	,278
ND-SAND (kHS23-yrs)	,0 	,6 	,6 	,6 	,6 	,6 	,6 	,9 	,9 	,9 	,9 	,9 	,9 	,9 	,10 	,10 	,10 	,10 	,10 	,10 	,10
ND-LAr+TMS (kHS23-yrs)	,0 	,0 	,12 	,12 	,12 	,12 	,61 	,123 	,185 	,185 	,185 	,216 	,247 	,277 	,308 	,339 	,369 	,400 	,431 	,461 	,492
FNAL (kHS23-yrs)	,14 	,21 	,26 	,25 	,30 	,34 	,54 	,72 	,85 	,111 	,115 	,137 	,160 	,183 	,206 	,237 	,268 	,298 	,329 	,360 	,390
CERN (kHS23-yrs)	,3 	,5 	,6 	,6 	,7 	,8 	,13 	,18 	,21 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
National (kHS23-yrs)	,18 	,26 	,33 	,32 	,38 	,43 	,67 	,91 	,107 	,111 	,115 	,137 	,160 	,183 	,206 	,237 	,268 	,298 	,329 	,360 	,390
Total (kHS23-yrs)	,37 	,52 	,66 	,64 	,76 	,86 	,135 	,182 	,214 	,222 	,230 	,275 	,321 	,367 	,413 	,474 	,536 	,597 	,658 	,720 	,781
