HS06	,2021 	,2022 	,2023 	,2024 	,2025 	,2026 	,2027
PDs (Reco-Data-MWkHS06-Wallyr)	,97 	,89 	,152 	,170 	,185 	,106 	,37
FDs (Reco-Data-MWkHS06-Wallyr)	,0 	,31 	,19 	,19 	,31 	,63 	,63
ND (Reco-Data-MWkHS06-Wallyr)	,8 	,3 	,3 	,3 	,3 	,3 	,3
FNAL (Reco-Data-MWkHS06-Wallyr)	,42 	,49 	,69 	,76 	,87 	,69 	,41
CERN (Reco-Data-MWkHS06-Wallyr)	,10 	,12 	,17 	,19 	,21 	,17 	,10
National (Reco-Data-MWkHS06-Wallyr)	,52 	,62 	,87 	,96 	,109 	,86 	,52
Total (Reco-Data-MWkHS06-Wallyr)	,105 	,124 	,174 	,192 	,219 	,173 	,104
