HS06	,2020 	,2021 	,2022 	,2023 	,2024 	,2025 	,2026 	,2027 	,2028 	,2029 	,2030 	,2031 	,2032 	,2033 	,2034 	,2035 	,2036 	,2037 	,2038 	,2039 	,2040
PDs (Memory weighted kHS06-Wallyr)	,94 	,122 	,124 	,107 	,128 	,145 	,142 	,106 	,29 	,23 	,3 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
FDs (Memory weighted kHS06-Wallyr)	,0 	,0 	,4 	,13 	,13 	,13 	,13 	,13 	,19 	,54 	,102 	,149 	,196 	,244 	,291 	,386 	,480 	,575 	,670 	,765 	,859
ND (Memory weighted kHS06-Wallyr)	,3 	,3 	,3 	,3 	,3 	,3 	,3 	,3 	,17 	,17 	,35 	,40 	,44 	,49 	,53 	,58 	,62 	,67 	,71 	,76 	,80
FNAL (Memory weighted kHS06-Wallyr)	,39 	,50 	,53 	,49 	,58 	,65 	,64 	,49 	,26 	,48 	,70 	,94 	,120 	,146 	,172 	,222 	,271 	,321 	,371 	,420 	,470
CERN (Memory weighted kHS06-Wallyr)	,9 	,12 	,13 	,12 	,14 	,16 	,16 	,12 	,6 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
National (Memory weighted kHS06-Wallyr)	,49 	,63 	,66 	,62 	,72 	,81 	,80 	,61 	,33 	,48 	,70 	,94 	,120 	,146 	,172 	,222 	,271 	,321 	,371 	,420 	,470
Total (Memory weighted kHS06-Wallyr)	,98 	,126 	,133 	,124 	,145 	,162 	,160 	,123 	,66 	,96 	,140 	,189 	,241 	,293 	,345 	,444 	,543 	,642 	,742 	,841 	,940
