HS06	,2021 	,2022 	,2023 	,2024 	,2025 	,2026 	,2027 	,2028 	,2029 	,2030 	,2031 	,2032 	,2033 	,2034 	,2035 	,2036 	,2037 	,2038 	,2039 	,2040
PDs (Memory weighted kHS06-Wallyr)	,97 	,90 	,69 	,92 	,115 	,123 	,92 	,62 	,47 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
FDs (Memory weighted kHS06-Wallyr)	,0 	,16 	,63 	,63 	,63 	,63 	,63 	,66 	,88 	,118 	,148 	,177 	,207 	,236 	,296 	,355 	,414 	,473 	,532 	,592
ND (Memory weighted kHS06-Wallyr)	,6 	,2 	,2 	,2 	,2 	,2 	,2 	,13 	,13 	,26 	,30 	,33 	,36 	,40 	,43 	,47 	,50 	,53 	,57 	,60
NDLAr (Memory weighted kHS06-Wallyr)	,201 	,80 	,80 	,80 	,80 	,80 	,80 	,403 	,403 	,807 	,810 	,813 	,817 	,820 	,824 	,827 	,830 	,834 	,837 	,840
FNAL (Memory weighted kHS06-Wallyr)	,122 	,75 	,86 	,95 	,104 	,107 	,95 	,218 	,276 	,476 	,494 	,512 	,530 	,549 	,581 	,614 	,647 	,680 	,713 	,746
CERN (Memory weighted kHS06-Wallyr)	,30 	,18 	,21 	,23 	,26 	,26 	,23 	,54 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
National (Memory weighted kHS06-Wallyr)	,152 	,94 	,107 	,119 	,131 	,134 	,119 	,273 	,276 	,476 	,494 	,512 	,530 	,549 	,581 	,614 	,647 	,680 	,713 	,746
Total (Memory weighted kHS06-Wallyr)	,305 	,189 	,215 	,239 	,262 	,269 	,239 	,546 	,553 	,952 	,989 	,1025 	,1061 	,1098 	,1163 	,1229 	,1295 	,1361 	,1427 	,1493
