HS06	,2020 	,2021 	,2022 	,2023 	,2024 	,2025 	,2026
PDs (Reco-Data-MWkHS06-Wallyr)	,75 	,97 	,89 	,152 	,170 	,185 	,106
FDs (Reco-Data-MWkHS06-Wallyr)	,0 	,0 	,15 	,11 	,11 	,23 	,47
ND (Reco-Data-MWkHS06-Wallyr)	,3 	,8 	,3 	,3 	,3 	,3 	,3
Total (Reco-Data-MWkHS06-Wallyr)	,78 	,105 	,108 	,166 	,184 	,211 	,157
