"MachineAttrGLIDEIN_DUNESite0: Descending","@timestamp per month",filters,"Sum of SlotHours"
"NL_SURFsara","2022-04-01",MARS,0
"NL_SURFsara","2022-04-01",Total,"77,092.993"
"NL_SURFsara","2022-05-01",Analysis,"74,139.429"
"NL_SURFsara","2022-05-01",Production,"4,021.563"
"NL_SURFsara","2022-05-01",MARS,0
"NL_SURFsara","2022-05-01",Total,"78,160.992"
"NL_SURFsara","2022-06-01",Analysis,"167,726.944"
"NL_SURFsara","2022-06-01",Production,"132,479.267"
"NL_SURFsara","2022-06-01",MARS,0
"NL_SURFsara","2022-06-01",Total,"300,206.211"
"NL_SURFsara","2022-07-01",Analysis,"174,233.829"
"NL_SURFsara","2022-07-01",Production,"24,974.606"
"NL_SURFsara","2022-07-01",MARS,0
"NL_SURFsara","2022-07-01",Total,"199,208.436"
"NL_SURFsara","2022-08-01",Analysis,"131,672.301"
"NL_SURFsara","2022-08-01",Production,"375,779.012"
"NL_SURFsara","2022-08-01",MARS,0
"NL_SURFsara","2022-08-01",Total,"507,451.314"
"NL_SURFsara","2022-09-01",Analysis,"8,511.928"
"NL_SURFsara","2022-09-01",Production,"6,169.657"
"NL_SURFsara","2022-09-01",MARS,0
"NL_SURFsara","2022-09-01",Total,"14,681.585"
"NL_SURFsara","2022-10-01",Analysis,"18,229.454"
"NL_SURFsara","2022-10-01",Production,"3,063.684"
"NL_SURFsara","2022-10-01",MARS,0
"NL_SURFsara","2022-10-01",Total,"21,293.138"
"NL_SURFsara","2022-11-01",Analysis,"45,237.25"
"NL_SURFsara","2022-11-01",Production,"12,273.488"
"NL_SURFsara","2022-11-01",MARS,0
"NL_SURFsara","2022-11-01",Total,"57,510.737"
"NL_SURFsara","2022-12-01",Analysis,"74,535.366"
"NL_SURFsara","2022-12-01",Production,"87,571.235"
"NL_SURFsara","2022-12-01",MARS,0
"NL_SURFsara","2022-12-01",Total,"162,106.601"
"NL_SURFsara","2023-01-01",Analysis,"194,386.479"
"NL_SURFsara","2023-01-01",Production,"46,159.642"
"NL_SURFsara","2023-01-01",MARS,0
"NL_SURFsara","2023-01-01",Total,"240,546.121"
"NL_SURFsara","2023-02-01",Analysis,"20,796.964"
"NL_SURFsara","2023-02-01",Production,"55.769"
"NL_SURFsara","2023-02-01",MARS,0
"NL_SURFsara","2023-02-01",Total,"20,852.733"
"NL_SURFsara","2023-03-01",Analysis,"62,948.918"
"NL_SURFsara","2023-03-01",Production,"2,772.156"
"NL_SURFsara","2023-03-01",MARS,0
"NL_SURFsara","2023-03-01",Total,"65,721.074"
"NL_SURFsara","2023-04-01",Analysis,"169,007.598"
"NL_SURFsara","2023-04-01",Production,"29,804.613"
"NL_SURFsara","2023-04-01",MARS,0
"NL_SURFsara","2023-04-01",Total,"198,812.211"
"NL_SURFsara","2023-05-01",Analysis,"14,806.783"
"NL_SURFsara","2023-05-01",Production,"889.416"
"NL_SURFsara","2023-05-01",MARS,0
"NL_SURFsara","2023-05-01",Total,"15,696.199"
"NL_SURFsara","2023-06-01",Analysis,"3,087.762"
"NL_SURFsara","2023-06-01",Production,"4,448.32"
"NL_SURFsara","2023-06-01",MARS,0
"NL_SURFsara","2023-06-01",Total,"7,536.082"
"NL_SURFsara","2023-07-01",Analysis,"31,076.768"
"NL_SURFsara","2023-07-01",Production,"63,739.706"
"NL_SURFsara","2023-07-01",MARS,0
"NL_SURFsara","2023-07-01",Total,"94,816.474"
"NL_SURFsara","2023-08-01",Analysis,"2,456.656"
"NL_SURFsara","2023-08-01",Production,"491,634.887"
"NL_SURFsara","2023-08-01",MARS,0
"NL_SURFsara","2023-08-01",Total,"494,091.543"
"NL_SURFsara","2023-09-01",Analysis,"1,993.489"
"NL_SURFsara","2023-09-01",Production,"7,767.674"
"NL_SURFsara","2023-09-01",MARS,0
"NL_SURFsara","2023-09-01",Total,"9,761.163"
"NL_SURFsara","2023-10-01",Analysis,"40,021.123"
"NL_SURFsara","2023-10-01",Production,"14,443.643"
"NL_SURFsara","2023-10-01",MARS,0
"NL_SURFsara","2023-10-01",Total,"54,464.765"
"NL_SURFsara","2023-11-01",Analysis,"29,115.307"
"NL_SURFsara","2023-11-01",Production,"1,337.777"
"NL_SURFsara","2023-11-01",MARS,0
"NL_SURFsara","2023-11-01",Total,"30,453.085"
"UK_RAL-Tier1","2022-01-01",Analysis,"62,426.059"
"UK_RAL-Tier1","2022-01-01",Production,"365,194.981"
"UK_RAL-Tier1","2022-01-01",MARS,0
"UK_RAL-Tier1","2022-01-01",Total,"427,621.04"
"UK_RAL-Tier1","2022-02-01",Analysis,"217,507.981"
"UK_RAL-Tier1","2022-02-01",Production,"236,175.625"
"UK_RAL-Tier1","2022-02-01",MARS,0
"UK_RAL-Tier1","2022-02-01",Total,"453,683.606"
"UK_RAL-Tier1","2022-03-01",Analysis,"113,915.175"
"UK_RAL-Tier1","2022-03-01",Production,"2,758.588"
"UK_RAL-Tier1","2022-03-01",MARS,0
"UK_RAL-Tier1","2022-03-01",Total,"116,673.763"
"UK_RAL-Tier1","2022-04-01",Analysis,"45,733.564"
"UK_RAL-Tier1","2022-04-01",Production,"37,009.979"
"UK_RAL-Tier1","2022-04-01",MARS,0
"UK_RAL-Tier1","2022-04-01",Total,"82,743.543"
"UK_RAL-Tier1","2022-05-01",Analysis,"55,719.3"
"UK_RAL-Tier1","2022-05-01",Production,"4,229.7"
"UK_RAL-Tier1","2022-05-01",MARS,0
"UK_RAL-Tier1","2022-05-01",Total,"59,949"
"UK_RAL-Tier1","2022-06-01",Analysis,"51,507.585"
"UK_RAL-Tier1","2022-06-01",Production,"53,025.476"
"UK_RAL-Tier1","2022-06-01",MARS,0
"UK_RAL-Tier1","2022-06-01",Total,"104,533.06"
"UK_RAL-Tier1","2022-07-01",Analysis,"18,681.347"
"UK_RAL-Tier1","2022-07-01",Production,"6,545.53"
"UK_RAL-Tier1","2022-07-01",MARS,0
"UK_RAL-Tier1","2022-07-01",Total,"25,226.876"
"UK_RAL-Tier1","2022-08-01",Analysis,"73,321.204"
"UK_RAL-Tier1","2022-08-01",Production,"396,719.662"
"UK_RAL-Tier1","2022-08-01",MARS,0
"UK_RAL-Tier1","2022-08-01",Total,"470,040.866"
"UK_RAL-Tier1","2022-09-01",Analysis,"6,811.2"
"UK_RAL-Tier1","2022-09-01",Production,"29,668.976"
"UK_RAL-Tier1","2022-09-01",MARS,0
"UK_RAL-Tier1","2022-09-01",Total,"36,480.177"
"UK_RAL-Tier1","2022-10-01",Analysis,"78,147.656"
"UK_RAL-Tier1","2022-10-01",Production,"9,779.699"
"UK_RAL-Tier1","2022-10-01",MARS,0
"UK_RAL-Tier1","2022-10-01",Total,"87,927.356"
"UK_RAL-Tier1","2022-11-01",Analysis,"101,645.5"
"UK_RAL-Tier1","2022-11-01",Production,"25,779.094"
"UK_RAL-Tier1","2022-11-01",MARS,0
"UK_RAL-Tier1","2022-11-01",Total,"127,424.594"
"UK_RAL-Tier1","2022-12-01",Analysis,"71,097.498"
"UK_RAL-Tier1","2022-12-01",Production,"86,142.162"
"UK_RAL-Tier1","2022-12-01",MARS,0
"UK_RAL-Tier1","2022-12-01",Total,"157,239.66"
"UK_RAL-Tier1","2023-01-01",Analysis,"194,388.279"
"UK_RAL-Tier1","2023-01-01",Production,"107,653.452"
"UK_RAL-Tier1","2023-01-01",MARS,0
"UK_RAL-Tier1","2023-01-01",Total,"302,041.73"
"UK_RAL-Tier1","2023-02-01",Analysis,"56,195.089"
"UK_RAL-Tier1","2023-02-01",Production,"8,010.504"
"UK_RAL-Tier1","2023-02-01",MARS,0
"UK_RAL-Tier1","2023-02-01",Total,"64,205.593"
"UK_RAL-Tier1","2023-03-01",Analysis,"41,141.347"
"UK_RAL-Tier1","2023-03-01",Production,"1,572.165"
"UK_RAL-Tier1","2023-03-01",MARS,0
"UK_RAL-Tier1","2023-03-01",Total,"42,713.512"
"UK_RAL-Tier1","2023-04-01",Analysis,"49,302.456"
"UK_RAL-Tier1","2023-04-01",Production,"60,289.052"
"UK_RAL-Tier1","2023-04-01",MARS,0
"UK_RAL-Tier1","2023-04-01",Total,"109,591.507"
"UK_RAL-Tier1","2023-05-01",Analysis,"42,525.669"
"UK_RAL-Tier1","2023-05-01",Production,"29,892.233"
"UK_RAL-Tier1","2023-05-01",MARS,0
"UK_RAL-Tier1","2023-05-01",Total,"72,417.902"
"UK_RAL-Tier1","2023-06-01",Analysis,"16,624.452"
"UK_RAL-Tier1","2023-06-01",Production,"65,664.817"
"UK_RAL-Tier1","2023-06-01",MARS,0
"UK_RAL-Tier1","2023-06-01",Total,"82,289.269"
"UK_RAL-Tier1","2023-07-01",Analysis,"168,629.611"
"UK_RAL-Tier1","2023-07-01",Production,"135,653.238"
"UK_RAL-Tier1","2023-07-01",MARS,0
"UK_RAL-Tier1","2023-07-01",Total,"304,282.849"
"UK_RAL-Tier1","2023-08-01",Analysis,"108,875.669"
"UK_RAL-Tier1","2023-08-01",Production,"58,619.35"
"UK_RAL-Tier1","2023-08-01",MARS,0
"UK_RAL-Tier1","2023-08-01",Total,"167,495.019"
"UK_RAL-Tier1","2023-09-01",Analysis,0
"UK_RAL-Tier1","2023-09-01",Production,"89,994.095"
"UK_RAL-Tier1","2023-09-01",MARS,0
"UK_RAL-Tier1","2023-09-01",Total,"89,994.095"
"UK_RAL-Tier1","2023-10-01",Analysis,"0.226"
"UK_RAL-Tier1","2023-10-01",Production,"34.523"
"UK_RAL-Tier1","2023-10-01",MARS,0
"UK_RAL-Tier1","2023-10-01",Total,"34.748"
"UK_RAL-Tier1","2023-11-01",Analysis,"17,126.001"
"UK_RAL-Tier1","2023-11-01",Production,"16.068"
"UK_RAL-Tier1","2023-11-01",MARS,0
"UK_RAL-Tier1","2023-11-01",Total,"17,142.07"
CERN,"2022-01-01",Analysis,"87,614.967"
CERN,"2022-01-01",Production,"328,742.025"
CERN,"2022-01-01",MARS,0
CERN,"2022-01-01",Total,"416,356.991"
CERN,"2022-02-01",Analysis,"157,986.448"
CERN,"2022-02-01",Production,"58,491.858"
CERN,"2022-02-01",MARS,0
CERN,"2022-02-01",Total,"216,478.306"
CERN,"2022-03-01",Analysis,"114,058.493"
CERN,"2022-03-01",Production,"54,123.105"
CERN,"2022-03-01",MARS,0
CERN,"2022-03-01",Total,"168,181.597"
CERN,"2022-04-01",Analysis,"56,269.716"
CERN,"2022-04-01",Production,"7,100.508"
CERN,"2022-04-01",MARS,0
CERN,"2022-04-01",Total,"63,370.223"
CERN,"2022-05-01",Analysis,"99,737.583"
CERN,"2022-05-01",Production,"10,599.928"
CERN,"2022-05-01",MARS,0
CERN,"2022-05-01",Total,"110,337.511"
CERN,"2022-06-01",Analysis,"124,271.689"
CERN,"2022-06-01",Production,"51,852.132"
CERN,"2022-06-01",MARS,0
CERN,"2022-06-01",Total,"176,123.82"
CERN,"2022-07-01",Analysis,"99,837.747"
CERN,"2022-07-01",Production,"40,706.258"
CERN,"2022-07-01",MARS,0
CERN,"2022-07-01",Total,"140,544.005"
CERN,"2022-08-01",Analysis,"123,948.982"
CERN,"2022-08-01",Production,"599,278.366"
CERN,"2022-08-01",MARS,0
CERN,"2022-08-01",Total,"723,227.348"
CERN,"2022-09-01",Analysis,"40,759.671"
CERN,"2022-09-01",Production,"34,006.876"
CERN,"2022-09-01",MARS,0
CERN,"2022-09-01",Total,"74,766.547"
CERN,"2022-10-01",Analysis,"24,351.172"
CERN,"2022-10-01",Production,"34,184.202"
CERN,"2022-10-01",MARS,0
CERN,"2022-10-01",Total,"58,535.374"
CERN,"2022-11-01",Analysis,"60,640.539"
CERN,"2022-11-01",Production,"6,222.2"
CERN,"2022-11-01",MARS,0
CERN,"2022-11-01",Total,"66,862.739"
CERN,"2022-12-01",Analysis,"48,976.988"
CERN,"2022-12-01",Production,"25,265.809"
CERN,"2022-12-01",MARS,0
CERN,"2022-12-01",Total,"74,242.797"
CERN,"2023-01-01",Analysis,"93,489.85"
CERN,"2023-01-01",Production,"21,659.742"
CERN,"2023-01-01",MARS,0
CERN,"2023-01-01",Total,"115,149.592"
CERN,"2023-02-01",Analysis,"37,986.406"
CERN,"2023-02-01",Production,"987.511"
CERN,"2023-02-01",MARS,0
CERN,"2023-02-01",Total,"38,973.918"
CERN,"2023-03-01",Analysis,"89,005.508"
CERN,"2023-03-01",Production,"592.428"
CERN,"2023-03-01",MARS,0
CERN,"2023-03-01",Total,"89,597.936"
CERN,"2023-04-01",Analysis,"132,081.235"
CERN,"2023-04-01",Production,"1,946.483"
CERN,"2023-04-01",MARS,0
CERN,"2023-04-01",Total,"134,027.718"
CERN,"2023-05-01",Analysis,"37,254.238"
CERN,"2023-05-01",Production,"275.965"
CERN,"2023-05-01",MARS,0
CERN,"2023-05-01",Total,"37,530.203"
CERN,"2023-06-01",Analysis,"12,266.466"
CERN,"2023-06-01",Production,"8,752.918"
CERN,"2023-06-01",MARS,0
CERN,"2023-06-01",Total,"21,019.384"
CERN,"2023-07-01",Analysis,"34,838.353"
CERN,"2023-07-01",Production,"47,678.005"
CERN,"2023-07-01",MARS,0
CERN,"2023-07-01",Total,"82,516.357"
CERN,"2023-08-01",Analysis,"36,896.437"
CERN,"2023-08-01",Production,"296,883.869"
CERN,"2023-08-01",MARS,0
CERN,"2023-08-01",Total,"333,780.306"
CERN,"2023-09-01",Analysis,"39,779.916"
CERN,"2023-09-01",Production,"80,963.926"
CERN,"2023-09-01",MARS,0
CERN,"2023-09-01",Total,"120,743.842"
CERN,"2023-10-01",Analysis,"67,592.308"
CERN,"2023-10-01",Production,"1,275.197"
CERN,"2023-10-01",MARS,0
CERN,"2023-10-01",Total,"68,867.506"
CERN,"2023-11-01",Analysis,"50,060.449"
CERN,"2023-11-01",Production,"11,577.568"
CERN,"2023-11-01",MARS,0
CERN,"2023-11-01",Total,"61,638.017"
"UK_RAL-PPD","2022-01-01",Analysis,"39,055.679"
"UK_RAL-PPD","2022-01-01",Production,"316,556.078"
"UK_RAL-PPD","2022-01-01",MARS,0
"UK_RAL-PPD","2022-01-01",Total,"355,611.757"
"UK_RAL-PPD","2022-02-01",Analysis,"93,552.129"
"UK_RAL-PPD","2022-02-01",Production,"44,511.325"
"UK_RAL-PPD","2022-02-01",MARS,0
"UK_RAL-PPD","2022-02-01",Total,"138,063.454"
"UK_RAL-PPD","2022-03-01",Analysis,"57,200.87"
"UK_RAL-PPD","2022-03-01",Production,"5,436.116"
"UK_RAL-PPD","2022-03-01",MARS,0
"UK_RAL-PPD","2022-03-01",Total,"62,636.986"
"UK_RAL-PPD","2022-04-01",Analysis,"26,419.028"
"UK_RAL-PPD","2022-04-01",Production,"4,792.384"
"UK_RAL-PPD","2022-04-01",MARS,0
"UK_RAL-PPD","2022-04-01",Total,"31,211.412"
"UK_RAL-PPD","2022-05-01",Analysis,"38,928.727"
"UK_RAL-PPD","2022-05-01",Production,"4,501.854"
"UK_RAL-PPD","2022-05-01",MARS,0
"UK_RAL-PPD","2022-05-01",Total,"43,430.581"
"UK_RAL-PPD","2022-06-01",Analysis,"94,310.763"
"UK_RAL-PPD","2022-06-01",Production,"25,411.81"
"UK_RAL-PPD","2022-06-01",MARS,0
"UK_RAL-PPD","2022-06-01",Total,"119,722.573"
"UK_RAL-PPD","2022-07-01",Analysis,"102,876.097"
"UK_RAL-PPD","2022-07-01",Production,"12,826.198"
"UK_RAL-PPD","2022-07-01",MARS,0
"UK_RAL-PPD","2022-07-01",Total,"115,702.295"
"UK_RAL-PPD","2022-08-01",Analysis,"46,200.316"
"UK_RAL-PPD","2022-08-01",Production,"131,531.028"
"UK_RAL-PPD","2022-08-01",MARS,0
"UK_RAL-PPD","2022-08-01",Total,"177,731.344"
"UK_RAL-PPD","2022-09-01",Analysis,"17,735.284"
"UK_RAL-PPD","2022-09-01",Production,"26,780.796"
"UK_RAL-PPD","2022-09-01",MARS,0
"UK_RAL-PPD","2022-09-01",Total,"44,516.079"
"UK_RAL-PPD","2022-10-01",Analysis,"9,514.278"
"UK_RAL-PPD","2022-10-01",Production,"16,936.197"
"UK_RAL-PPD","2022-10-01",MARS,0
"UK_RAL-PPD","2022-10-01",Total,"26,450.475"
"UK_RAL-PPD","2022-11-01",Analysis,"19,673.572"
"UK_RAL-PPD","2022-11-01",Production,"13,650.157"
"UK_RAL-PPD","2022-11-01",MARS,0
"UK_RAL-PPD","2022-11-01",Total,"33,323.729"
"UK_RAL-PPD","2022-12-01",Analysis,"31,066.227"
"UK_RAL-PPD","2022-12-01",Production,"81,543.56"
"UK_RAL-PPD","2022-12-01",MARS,0
"UK_RAL-PPD","2022-12-01",Total,"112,609.788"
"UK_RAL-PPD","2023-01-01",Analysis,"116,707.098"
"UK_RAL-PPD","2023-01-01",Production,"25,653.444"
"UK_RAL-PPD","2023-01-01",MARS,0
"UK_RAL-PPD","2023-01-01",Total,"142,360.541"
"UK_RAL-PPD","2023-02-01",Analysis,"65,509.861"
"UK_RAL-PPD","2023-02-01",Production,"550.157"
"UK_RAL-PPD","2023-02-01",MARS,0
"UK_RAL-PPD","2023-02-01",Total,"66,060.018"
"UK_RAL-PPD","2023-03-01",Analysis,"80,504.813"
"UK_RAL-PPD","2023-03-01",Production,"102.804"
"UK_RAL-PPD","2023-03-01",MARS,0
"UK_RAL-PPD","2023-03-01",Total,"80,607.617"
"UK_RAL-PPD","2023-04-01",Analysis,"204,720.212"
"UK_RAL-PPD","2023-04-01",Production,"1,437.316"
"UK_RAL-PPD","2023-04-01",MARS,0
"UK_RAL-PPD","2023-04-01",Total,"206,157.528"
"UK_RAL-PPD","2023-05-01",Analysis,"38,840.789"
"UK_RAL-PPD","2023-05-01",Production,"126.528"
"UK_RAL-PPD","2023-05-01",MARS,0
"UK_RAL-PPD","2023-05-01",Total,"38,967.317"
"UK_RAL-PPD","2023-06-01",Analysis,"6,297.754"
"UK_RAL-PPD","2023-06-01",Production,"1,548.05"
"UK_RAL-PPD","2023-06-01",MARS,0
"UK_RAL-PPD","2023-06-01",Total,"7,845.804"
"UK_RAL-PPD","2023-07-01",Analysis,"86,754.123"
"UK_RAL-PPD","2023-07-01",Production,"63,769.71"
"UK_RAL-PPD","2023-07-01",MARS,0
"UK_RAL-PPD","2023-07-01",Total,"150,523.833"
"UK_RAL-PPD","2023-08-01",Analysis,"30,519.749"
"UK_RAL-PPD","2023-08-01",Production,"351,680.55"
"UK_RAL-PPD","2023-08-01",MARS,0
"UK_RAL-PPD","2023-08-01",Total,"382,200.299"
"UK_RAL-PPD","2023-09-01",Analysis,"40,805.247"
"UK_RAL-PPD","2023-09-01",Production,"34.698"
"UK_RAL-PPD","2023-09-01",MARS,0
"UK_RAL-PPD","2023-09-01",Total,"40,839.945"
"UK_RAL-PPD","2023-10-01",Analysis,"78,149.844"
"UK_RAL-PPD","2023-10-01",Production,"10,877.572"
"UK_RAL-PPD","2023-10-01",MARS,0
"UK_RAL-PPD","2023-10-01",Total,"89,027.416"
"UK_RAL-PPD","2023-11-01",Analysis,"34,104.459"
"UK_RAL-PPD","2023-11-01",Production,"2,206.122"
"UK_RAL-PPD","2023-11-01",MARS,0
"UK_RAL-PPD","2023-11-01",Total,"36,310.581"
undefined,"2022-01-01",Analysis,"12,655.078"
undefined,"2022-01-01",Production,"162,502.785"
undefined,"2022-01-01",MARS,0
undefined,"2022-01-01",Total,"175,157.864"
undefined,"2022-02-01",Analysis,"23,207.107"
undefined,"2022-02-01",Production,"181,269.173"
undefined,"2022-02-01",MARS,0
undefined,"2022-02-01",Total,"204,476.28"
undefined,"2022-03-01",Analysis,"64,845.938"
undefined,"2022-03-01",Production,"323,519.455"
undefined,"2022-03-01",MARS,0
undefined,"2022-03-01",Total,"388,365.394"
undefined,"2022-04-01",Analysis,"25,113.322"
undefined,"2022-04-01",Production,"1,017,070.359"
undefined,"2022-04-01",MARS,0
undefined,"2022-04-01",Total,"1,042,183.681"
undefined,"2022-05-01",Analysis,"13,999.728"
undefined,"2022-05-01",Production,"25,330.071"
undefined,"2022-05-01",MARS,0
undefined,"2022-05-01",Total,"39,329.799"
undefined,"2022-06-01",Analysis,"27,289.131"
undefined,"2022-06-01",Production,"4,905.86"
undefined,"2022-06-01",MARS,0
undefined,"2022-06-01",Total,"32,194.991"
undefined,"2022-07-01",Analysis,"34,601.742"
undefined,"2022-07-01",Production,"3,476.546"
undefined,"2022-07-01",MARS,0
undefined,"2022-07-01",Total,"38,078.288"
undefined,"2022-08-01",Analysis,"17,406.649"
undefined,"2022-08-01",Production,"70,044.592"
undefined,"2022-08-01",MARS,0
undefined,"2022-08-01",Total,"87,451.24"
undefined,"2022-09-01",Analysis,"3,818.099"
undefined,"2022-09-01",Production,"3,547.653"
undefined,"2022-09-01",MARS,0
undefined,"2022-09-01",Total,"7,365.752"
undefined,"2022-10-01",Analysis,"15,444.86"
undefined,"2022-10-01",Production,"1,571.545"
undefined,"2022-10-01",MARS,0
undefined,"2022-10-01",Total,"17,016.405"
